target_id,rank,sep,simbad_identifier,ra,pm_ra,dec,pm_dec,ra_d,dec_d,plx,rv,z,magB,magV,sp_type
18589,4,9.8,HD 108575,12:28:04.80021,-179.88,+44:47:30.4762,-2.52,187.02000089,+44.79179895,25.92,-1.30,-0.000004,8.60,7.97,KV
18607,2,0.44,TYC 3148-49-1,19:47:44.414,2.3,+44:51:01.31,-0.1,296.935058,+44.850364,~,~,~,10.48,10.31,~
18607,3,0.66,TYC 3148-49-2,19:47:44.367,2.3,+44:51:00.34,-0.1,296.934863,+44.850094,~,~,~,11.22,11.03,~
18622,2,0.1,BD+44 2780A,17:51:10.315,68.9,+44:54:27.98,23.7,267.792979,+44.907772,~,~,~,8.410,8.104,~
18623,2,3.46,CCDM J17512+4455AB,17:51:10.31314,69.25,+44:54:27.9350,17.55,267.79297140,+44.90775972,8.47,-8.50,-0.000028,7.4,8.0,F0
18627,2,0.97,TYC 3049-986-2,14:51:27.522,-13.3,+44:55:43.15,-38.5,222.864675,+44.928653,~,~,~,9.18,8.55,~
18628,2,0.56,TYC 3049-986-2,14:51:27.522,-13.3,+44:55:43.15,-38.5,222.864675,+44.928653,~,~,~,9.18,8.55,~
18629,2,0.82,CCDM J14515+4456AB,14:51:27.53378,-19.82,+44:55:42.2882,-29.03,222.86472409,+44.92841339,16.91,-22.00,-0.000073,8.41,7.82,G0
18660,2,3.29,HD 54614,07:11:37.73949,-5.68,+45:02:16.3830,-50.19,107.90724786,+45.03788416,11.36,~,~,9.75,9.21,F5
18661,2,2.91,TYC 3392-1088-2,07:11:37.993,~,+45:02:14.66,~,107.908304,+45.037406,~,~,~,11.73,10.79,~
18662,2,3.2,TYC 3392-1088-2,07:11:37.993,~,+45:02:14.66,~,107.908304,+45.037406,~,~,~,11.73,10.79,~
18665,2,3.95,HD 21448,03:29:13.74899,1.78,+45:02:57.5558,-2.87,052.30728745,+45.04932105,0.90,-14.30,-0.000048,7.44,7.14,B1V+G8III
18665,3,4.0,HD 21448A,03:29:13.744,-4.0,+45:02:57.54,-4.0,052.307267,+45.049317,~,-14.30,-0.000048,7.577,7.602,B1V
18666,2,1.03,HD 21448A,03:29:13.744,-4.0,+45:02:57.54,-4.0,052.307267,+45.049317,~,-14.30,-0.000048,7.577,7.602,B1V
18666,3,2.97,HD 21448B,03:29:14.119,1.7,+45:02:57.17,-3.3,052.308829,+45.049214,~,-14.5,-0.000048,9.34,8.192,G8III
18667,2,0.08,HD 21448A,03:29:13.744,-4.0,+45:02:57.54,-4.0,052.307267,+45.049317,~,-14.30,-0.000048,7.577,7.602,B1V
18667,3,3.92,HD 21448B,03:29:14.119,1.7,+45:02:57.17,-3.3,052.308829,+45.049214,~,-14.5,-0.000048,9.34,8.192,G8III
18686,2,9.03,HD 101177,11:38:44.90018,-594.65,+45:06:30.3054,15.78,174.68708407,+45.10841817,43.01,-16.92,-0.000056,7.00,6.44,GOV+K2V
18686,3,9.04,HD 101177A,11:38:44.901,-594.0,+45:06:30.30,15.1,174.687087,+45.108417,~,~,~,7.04,6.47,G0V
18687,2,0.01,HD 101177A,11:38:44.901,-594.0,+45:06:30.30,15.1,174.687087,+45.108417,~,~,~,7.04,6.47,G0V
18687,3,9.19,HD 101177B,11:38:44.091,-577.3,+45:06:26.97,1.5,174.683713,+45.107492,~,-14.3,-0.000048,9.36,8.40,K2V
18690,2,6.35,[BJR86] B2b,01:42:18.4,~,+45:07:11,~,025.5767,+45.1197,~,~,~,11.1,~,~
18691,2,2.12,[BJR86] B2b,01:42:18.4,~,+45:07:11,~,025.5767,+45.1197,~,~,~,11.1,~,~
18696,2,0.47,IRAS 19434+4500,19:44:58.52,~,+45:07:51.1,~,296.24383,+45.13086,~,~,~,~,~,~
18696,3,0.58,BD+44 3234A,19:44:58.44,~,+45:07:50.5,~,296.24350,+45.13069,~,~,~,3.0,~,B9III
18696,4,0.85,BD+44 3234B,19:44:58.4,~,+45:07:50,~,296.2435,+45.1306,~,~,~,7.9,~,F1V
18698,2,0.37,** LEP 108,22:31:05.7,~,+45:08:42,~,337.7737,+45.1450,~,~,~,~,~,~
18732,2,7.33,BD+45 2224A,14:49:28.139,-154.1,+45:16:50.13,3.4,222.367246,+45.280592,~,~,~,11.76,10.97,~
18732,3,7.35,BD+45 2224,14:49:28.13151,-163.53,+45:16:50.1523,2.60,222.36721461,+45.28059785,11.92,~,~,11.7,10.9,K5V
18734,2,0.1,BD+45 2224A,14:49:28.139,-154.1,+45:16:50.13,3.4,222.367246,+45.280592,~,~,~,11.76,10.97,~
18734,3,7.33,BD+45 2224B,14:49:28.221,-123.0,+45:16:42.83,1.4,222.367588,+45.278564,~,~,~,12.97,13.07,~
18738,2,1.1,PMSC 14509+4543,14:54:24.6,~,+45:17:55,~,223.6025,+45.2986,~,~,~,~,~,~
18744,2,1.05,[BJR86] B1a,01:55:01.8,~,+45:19:14,~,028.7575,+45.3206,~,~,~,10.4,~,~
18744,3,6.41,[BJR86] B1b,01:55:02.3,~,+45:19:15,~,028.7596,+45.3208,~,~,~,8.9,~,~
18744,4,9.06,BD+44 387,01:55:02.555,47.5,+45:19:14.86,-6.0,028.760646,+45.320794,~,~,~,10.0,9.5,F5
18745,2,1.85,BD+44 387,01:55:02.555,47.5,+45:19:14.86,-6.0,028.760646,+45.320794,~,~,~,10.0,9.5,F5
18745,3,6.33,BD+44 387B,01:55:01.8,~,+45:19:14,~,028.7575,+45.3206,~,~,~,~,12.0,~
18745,4,6.33,[BJR86] B1a,01:55:01.8,~,+45:19:14,~,028.7575,+45.3206,~,~,~,10.4,~,~
18758,2,0.08,Ross 223A,22:45:39.858,325.9,+45:23:23.49,93.6,341.416075,+45.389858,~,~,~,12.37,10.93,~
18758,3,0.67,Ross 223B,22:45:39.850,325.9,+45:23:24.17,93.6,341.416042,+45.390047,~,~,~,12.97,11.28,~
18759,2,5.15,HD 26735,04:15:45.04576,120.98,+45:23:37.6961,-204.00,063.93769069,+45.39380449,15.89,64.50,0.000215,~,~,G5
18759,3,5.18,HD 26735A,04:15:45.048,123.3,+45:23:37.72,-201.0,063.937700,+45.393811,~,~,~,9.287,8.662,~
18760,2,0.04,HD 26735,04:15:45.04576,120.98,+45:23:37.6961,-204.00,063.93769069,+45.39380449,15.89,64.50,0.000215,~,~,G5
18760,3,5.23,HD 26735B,04:15:44.746,140.1,+45:23:33.57,-207.9,063.936442,+45.392658,~,~,~,9.383,8.717,~
18770,2,0.23,** VVO 12,14:17:24.37,~,+45:26:40.1,~,214.35154,+45.44447,~,~,~,~,~,~
18776,2,1.16,HAT-P-40b,22:22:03.10,~,+45:27:26.5,~,335.51292,+45.45736,~,~,~,~,~,~
18778,2,0.1,** DAM 30,14:59:32.92,~,+45:27:51.0,~,224.88717,+45.46417,~,~,~,~,~,~
18797,2,0.07,BD+46 1635,10:31:24.214,-566.62,+45:31:33.77,-594.75,157.850892,+45.526047,63.55,20.71,0.000069,10.19,8.86,K7V
18797,3,2.31,GJ 397 B,10:31:24.00,~,+45:31:33.8,~,157.85000,+45.52606,~,~,~,~,~,~
18812,2,0.61,BD+44 362,01:45:55.6195,-0.3,+45:34:31.572,-4.8,026.4817479,+45.5754367,~,~,~,10.54,9.57,K0
18815,2,9.97,1RXS J201600.8+453436,20:16:00.806,~,+45:34:36.52,~,304.003358,+45.576811,~,~,~,~,~,~
18816,2,2.9,[BJR86] 20b,01:45:55.7,~,+45:34:51,~,026.4821,+45.5808,~,~,~,11.2,~,~
18817,2,4.65,CCDM J01459+4535BC,01:45:55.8,~,+45:34:49,~,026.4825,+45.5803,~,~,~,~,12.9,~
18818,2,2.9,CCDM J01459+4535BC,01:45:55.8,~,+45:34:49,~,026.4825,+45.5803,~,~,~,~,12.9,~
18827,2,0.04,HD 149303,16:31:47.22659,-9.71,+45:35:53.7948,37.86,247.94677747,+45.59827633,14.43,-25.20,-0.000084,5.770,5.660,A3Vn+F9V
18829,2,0.12,* 41 Lyn b,09:28:39.9893,~,+45:36:05.339,~,142.1666221,+45.6014831,~,~,~,~,~,~
18851,2,0.1,CCDM J00050+4540A,00:04:57.53,~,+45:40:25.6,~,001.23971,+45.67378,~,~,~,~,~,~
18851,3,3.93,BD+44 4549B,00:04:57.394,~,+45:40:29.30,~,001.239142,+45.674806,~,-10,-0.000033,10.59,9.88,~
18852,2,0.45,CCDM J00050+4540A,00:04:57.53,~,+45:40:25.6,~,001.23971,+45.67378,~,~,~,~,~,~
18852,3,3.52,BD+44 4549B,00:04:57.394,~,+45:40:29.30,~,001.239142,+45.674806,~,-10,-0.000033,10.59,9.88,~
18853,2,3.94,HD 225291,00:04:57.52254,17.17,+45:40:25.6576,-65.17,001.23967726,+45.67379378,14.06,-17.30,-0.000058,8.02,7.47,F8V
18853,3,4.02,CCDM J00050+4540A,00:04:57.53,~,+45:40:25.6,~,001.23971,+45.67378,~,~,~,~,~,~
18859,2,4.2,BD+44 366B,01:46:39.4,~,+45:42:01,~,026.6642,+45.7003,~,~,~,~,13.2,~
18867,2,0.03,HD 210334B,22:08:40.8180,~,+45:44:32.116,~,332.1700750,+45.7422544,~,~,~,~,~,K0III
18868,2,0.14,** LDS 6329,18:35:18.39,~,+45:44:38.5,~,278.82662,+45.74403,~,~,~,~,~,~
18881,2,0.04,HD 32296,05:04:16.19029,19.73,+45:46:45.6572,-63.56,076.06745954,+45.77934923,16.32,19.40,0.000065,6.73,6.51,A2
18882,2,5.91,LP 184-3,20:02:17.292,141,+45:46:53.31,132,300.572050,+45.781475,~,~,~,13.8,10.93,~
18887,2,8.63,SDSS J075023.51+454725.9,07:50:23.519,~,+45:47:25.90,~,117.597996,+45.790529,~,~,~,~,~,~
18890,2,0.45,[BJR86] 16b,01:51:41.6,~,+45:48:22,~,027.9233,+45.8061,~,~,~,10.1,~,~
18892,2,6.09,HD 38A,00:05:41.0129,878.72,+45:48:43.491,-153.90,001.4208871,+45.8120808,85.10,3.5,0.000012,10.17,8.826,K6V
18892,3,6.11,HD 38,00:05:41.01985,887.48,+45:48:43.5072,-152.02,001.42091606,+45.81208532,88.44,1.49,0.000005,9.645,8.217,K6V+M0.5V
18892,4,7.01,HD 38B,00:05:40.342,879,+45:48:38.73,-154,001.418092,+45.810758,~,1.9,0.000006,10.34,8.995,M0.5V
18893,2,0.92,[BJR86] 16a,01:51:41.4,~,+45:48:39,~,027.9225,+45.8108,~,~,~,9.5,~,~
18894,2,0.1,HD 38,00:05:41.01985,887.48,+45:48:43.5072,-152.02,001.42091606,+45.81208532,88.44,1.49,0.000005,9.645,8.217,K6V+M0.5V
18894,3,0.51,** STT 547ABF,00:05:41.0,~,+45:48:43,~,001.4208,+45.8119,~,~,~,~,~,~
18894,4,8.46,HD 38B,00:05:40.342,879,+45:48:38.73,-154,001.418092,+45.810758,~,1.9,0.000006,10.34,8.995,M0.5V
18894,5,9.97,GSC 03246-00320,00:05:41.432,0.1,+45:48:52.44,3.9,001.422633,+45.814567,~,~,~,13.24,13.0,~
18906,2,6.04,** ST 3,05:17:23.87,~,+45:50:23.0,~,079.34946,+45.83972,~,~,~,~,~,~
18906,3,7.06,GJ 195 B,05:17:23.943,58,+45:50:19.84,-401,079.349762,+45.838844,~,~,~,14,13.7,M4:
18907,2,4.91,** ST 3,05:17:23.87,~,+45:50:23.0,~,079.34946,+45.83972,~,~,~,~,~,~
18907,3,6.49,GJ 195 B,05:17:23.943,58,+45:50:19.84,-401,079.349762,+45.838844,~,~,~,14,13.7,M4:
18912,2,0.14,TYC 3511-312-1,17:57:05.093,9.6,+45:51:21.39,103.2,269.271221,+45.855942,~,~,~,7.40,6.88,~
18912,3,1.5,TYC 3511-312-2,17:57:04.939,~,+45:51:21.69,~,269.270579,+45.856025,~,~,~,9.75,9.03,~
18913,2,0.04,HD 164059,17:57:05.08945,5.62,+45:51:21.4440,108.28,269.27120605,+45.85595667,14.28,-33.00,-0.000110,7.31,6.83,F5
18913,3,1.6,TYC 3511-312-2,17:57:04.939,~,+45:51:21.69,~,269.270579,+45.856025,~,~,~,9.75,9.03,~
18914,2,1.7,HD 164059,17:57:05.08945,5.62,+45:51:21.4440,108.28,269.27120605,+45.85595667,14.28,-33.00,-0.000110,7.31,6.83,F5
18914,3,1.75,TYC 3511-312-1,17:57:05.093,9.6,+45:51:21.39,103.2,269.271221,+45.855942,~,~,~,7.40,6.88,~
18928,2,0.15,HD 22743A,03:41:15.916,-50.6,+45:53:45.03,5.2,055.316317,+45.895842,~,~,~,8.595,7.952,~
18928,3,0.19,HD 22743B,03:41:15.948,-50.6,+45:53:44.99,5.2,055.316450,+45.895831,~,~,~,10.32,9.84,~
18928,4,5.57,UGCS J034115.39+455344.9,03:41:15.396,~,+45:53:44.97,~,055.314150,+45.895825,~,~,~,~,~,~
18931,2,4.46,HD 86057,09:57:14.56151,-24.78,+45:54:10.0303,-86.83,149.31067296,+45.90278618,17.21,~,~,9.41,8.82,G0
18932,2,3.5,TYC 3433-1533-1,09:57:14.154,-29.1,+45:54:08.53,-83.2,149.308975,+45.902369,~,~,~,10.36,9.68,~
18933,2,4.49,TYC 3433-1533-1,09:57:14.154,-29.1,+45:54:08.53,-83.2,149.308975,+45.902369,~,~,~,10.36,9.68,~
18948,2,0.01,BD+45 739,03:19:18.52053,1.73,+45:57:04.7093,6.18,049.82716887,+45.95130813,2.00,~,~,9.0,8.7,F0
18948,3,7.77,TYC 3311-2198-2,03:19:17.826,-7.4,+45:57:07.54,5.9,049.824275,+45.952094,~,~,~,11.11,10.51,~
18949,2,7.62,** STF 372AB,03:19:18.52,~,+45:57:04.7,~,049.82717,+45.95131,~,~,~,~,9.6,~
18949,3,7.63,BD+45 739,03:19:18.52053,1.73,+45:57:04.7093,6.18,049.82716887,+45.95130813,2.00,~,~,9.0,8.7,F0
18954,2,4.95,BD+45 669A,02:51:39.15,~,+45:58:48.2,~,042.91313,+45.98006,~,~,~,~,~,~
18954,3,4.95,BD+45 669B,02:51:39.15,~,+45:58:48.2,~,042.91313,+45.98006,~,~,~,10.9,~,K2V
18957,2,0.11,* 52 Her A,16:49:14.218,22.1,+45:58:59.93,-56.1,252.309242,+45.983314,~,~,~,4.907,4.826,~
18957,3,1.79,* 52 Her B,16:49:14.294,22.8,+45:59:01.56,-51.4,252.309558,+45.983767,~,~,~,9.20,8.45,~
18958,2,0.17,* 52 Her A,16:49:14.218,22.1,+45:58:59.93,-56.1,252.309242,+45.983314,~,~,~,4.907,4.826,~
18958,3,1.65,* 52 Her B,16:49:14.294,22.8,+45:59:01.56,-51.4,252.309558,+45.983767,~,~,~,9.20,8.45,~
18959,2,1.71,* 52 Her,16:49:14.21821,22.57,+45:58:59.9620,-51.35,252.30924256,+45.98332279,18.10,-1.60,-0.000005,4.914,4.823,A1VpSiSrCr
18959,3,1.74,* 52 Her A,16:49:14.218,22.1,+45:58:59.93,-56.1,252.309242,+45.983314,~,~,~,4.907,4.826,~
18965,2,3.26,** FRH 1,05:16:41.3,~,+45:59:56,~,079.1721,+45.9989,~,~,~,~,~,~
18966,2,6.33,[BJR86] 4b,01:48:20.8,~,+45:59:55,~,027.0867,+45.9986,~,~,~,10.1,~,~
18967,2,9.43,[BJR86] 4a,01:48:21.5,~,+45:59:54,~,027.0896,+45.9983,~,~,~,10.1,~,~
18978,2,2.53,CCDM J01396+4602B,01:39:36.64,~,+46:02:13.6,~,024.90267,+46.03711,~,~,~,~,10.2,~
18978,3,4.13,[BJR86] 1b,01:39:36.3,~,+46:02:18,~,024.9013,+46.0383,~,~,~,9.0,~,~
18978,4,4.25,BD+45 405,01:39:36.34,~,+46:02:18.2,~,024.90142,+46.03839,~,~,~,~,9.7,~
18980,2,2.62,BD+45 405,01:39:36.34,~,+46:02:18.2,~,024.90142,+46.03839,~,~,~,~,9.7,~
18980,3,7.8,CCDM J01396+4602B,01:39:36.64,~,+46:02:13.6,~,024.90267,+46.03711,~,~,~,~,10.2,~
18980,4,7.94,[BJR86] 1a,01:39:36.6,~,+46:02:13,~,024.9025,+46.0369,~,~,~,9.0,~,~
18983,2,9.43,1RXS J222051.4+460353,22:20:51.401,~,+46:03:53.50,~,335.214171,+46.064861,~,~,~,~,~,~
19002,2,1.81,BD+45 3310A,20:52:44.8,~,+46:06:49,~,313.1867,+46.1136,~,~,~,8.9,~,G9V
19002,3,1.81,BD+45 3310B,20:52:44.8,~,+46:06:49,~,313.1867,+46.1136,~,~,~,9.7,~,K3V
19021,2,2.25,[BJR86] 14a,01:55:02.7,~,+46:10:53,~,028.7612,+46.1814,~,~,~,9.1,~,~
19028,2,0.06,HD 92787,10:43:32.89016,-269.66,+46:12:13.9558,-66.29,160.88704235,+46.20387662,26.96,3.70,0.000012,5.51,5.20,F5III
19043,2,4.72,** ES 560,03:33:13.49,~,+46:15:26.5,~,053.30621,+46.25736,~,~,~,~,~,~
19043,3,4.74,HD 21845,03:33:13.49059,68.46,+46:15:26.5337,-176.81,053.30621079,+46.25737047,29.08,-4.7,-0.000016,8.963,8.250,K2
19044,2,0.03,HD 21845,03:33:13.49059,68.46,+46:15:26.5337,-176.81,053.30621079,+46.25737047,29.08,-4.7,-0.000016,8.963,8.250,K2
19044,3,9.11,HD 21845B,03:33:14.04,67,+46:15:19.4,-176,053.30850,+46.25539,~,~,~,11.4,11.29,K7.3
19058,2,0.06,HD 99559,11:27:39.46511,14.44,+46:17:33.3852,-96.43,171.91443797,+46.29260699,11.20,-12.20,-0.000041,8.39,7.91,F8
19058,3,7.05,BD+47 1873B,11:27:39.737,4.1,+46:17:39.84,-97.0,171.915571,+46.294400,~,~,~,11.5,10.8,F8
19059,2,7.78,TYC 3451-1224-1,11:27:39.461,10.3,+46:17:33.41,-93.0,171.914421,+46.292614,~,~,~,8.43,7.91,~
19059,3,7.78,HD 99559,11:27:39.46511,14.44,+46:17:33.3852,-96.43,171.91443797,+46.29260699,11.20,-12.20,-0.000041,8.39,7.91,F8
19065,2,0.04,* tau Her,16:19:44.43666,-13.33,+46:18:48.1123,38.48,244.93515275,+46.31336453,10.61,-15.50,-0.000052,3.750,3.900,B5IV
19065,3,6.28,BD+46 2169B,16:19:44.75,~,+46:18:42.7,~,244.93646,+46.31186,~,~,~,~,14.6,~
19068,2,0.16,HIP 96532,19:37:32.11041,-0.81,+46:19:15.0177,-7.16,294.38379337,+46.32083825,-2.12,~,~,~,~,~
19069,2,3.91,GN 20.17.2.02,20:18:50.0,~,+46:19:18,~,304.7083,+46.3217,~,~,~,~,~,~
19075,2,0.4,** ES 1301,01:44:56.68,~,+46:19:53.4,~,026.23617,+46.33150,~,~,~,~,~,~
19075,3,1.3,[BJR86] B5b,01:44:56.6,~,+46:19:54,~,026.2358,+46.3317,~,~,~,10.1,~,~
19075,4,4.06,[BJR86] B5a,01:44:56.3,~,+46:19:54,~,026.2346,+46.3317,~,~,~,10.1,~,~
19076,2,1.96,** ES 1301,01:44:56.68,~,+46:19:53.4,~,026.23617,+46.33150,~,~,~,~,~,~
19076,3,1.99,BD+45 433,01:44:56.6804,-4.1,+46:19:53.311,-12.7,026.2361683,+46.3314753,~,~,~,11.18,10.54,F5III
19076,4,2.07,[BJR86] B5a,01:44:56.3,~,+46:19:54,~,026.2346,+46.3317,~,~,~,10.1,~,~
19077,2,6.01,BD+47 2112,14:02:33.18,633,+46:20:23.9,-34,210.63825,+46.33997,~,~,~,10.59,9.15,M2V+M2.5V
19077,3,7.12,BD+47 2112A,14:02:33.24,251,+46:20:26.6,-21,210.63850,+46.34072,81   ,-38.4,-0.000128,11.33,9.89,M2V
19077,4,9.06,RX J1402.5+4620,14:02:32.50,~,+46:20:33.0,~,210.63542,+46.34250,~,~,~,~,~,~
19079,2,5.61,BD+47 2112A,14:02:33.24,251,+46:20:26.6,-21,210.63850,+46.34072,81   ,-38.4,-0.000128,11.33,9.89,M2V
19079,3,5.86,BD+47 2112,14:02:33.18,633,+46:20:23.9,-34,210.63825,+46.33997,~,~,~,10.59,9.15,M2V+M2.5V
19079,4,6.35,RX J1402.5+4620,14:02:32.50,~,+46:20:33.0,~,210.63542,+46.34250,~,~,~,~,~,~
19118,2,8.63,[BJR86] 5a,01:48:27.7,~,+46:26:32,~,027.1154,+46.4422,~,~,~,10.5,~,~
19120,2,7.38,[BJR86] 5b,01:48:28.2,~,+46:26:28,~,027.1175,+46.4411,~,~,~,9.5,~,~
19129,2,8.7,GB6 B2008+4618,20:10:23.90,~,+46:27:48.0,~,302.59958,+46.46333,~,~,~,~,~,~
19139,2,0.65,PMSC 11499+4701,11:55:05.7,~,+46:28:37,~,178.7737,+46.4769,~,~,~,~,~,~
19139,3,3.82,BD+47 1913C,11:55:05.99,~,+46:28:39.5,~,178.77496,+46.47764,~,~,~,~,8.32,~
19140,2,3.87,V* DN UMa,11:55:05.74925,10.41,+46:28:36.6408,2.38,178.77395519,+46.47684467,4.72,-3.90,-0.000013,6.64,6.54,A3Vn
19140,3,3.97,PMSC 11499+4701,11:55:05.7,~,+46:28:37,~,178.7737,+46.4769,~,~,~,~,~,~
19158,2,0.54,CCDM J20466+4632B,20:46:38.61,~,+46:31:54.6,~,311.66087,+46.53183,~,~,~,~,8.4,~
19206,2,0.0,HAT-P-32c,02:04:10.28,~,+46:41:16.2,~,031.04283,+46.68783,~,~,~,~,~,~
19206,3,0.02,TYC 3281-800-1,02:04:10.278,-12.3,+46:41:16.21,4.6,031.042825,+46.687836,~,~,~,11.79,11.44,~
19223,2,7.67,[BJR86] 8a,01:55:19.5,~,+46:47:09,~,028.8312,+46.7858,~,~,~,9.2,~,~
19235,2,0.2,1SWASP J134815.27+464811.0,13:48:15.27,~,+46:48:11.0,~,207.06363,+46.80306,~,~,~,~,~,~
19240,2,0.09,TYC 3500-195-1,16:46:11.486,-148.0,+46:48:45.03,253.9,251.547858,+46.812508,~,~,~,10.50,9.72,~
19240,3,3.72,CCDM J16462+4649B,16:46:11.14,-150,+46:48:46.4,256,251.54642,+46.81289,~,~,~,13.6,12.68,~
19241,2,0.32,TYC 3500-195-1,16:46:11.486,-148.0,+46:48:45.03,253.9,251.547858,+46.812508,~,~,~,10.50,9.72,~
19241,3,3.5,CCDM J16462+4649B,16:46:11.14,-150,+46:48:46.4,256,251.54642,+46.81289,~,~,~,13.6,12.68,~
19242,2,4.56,BD+47 2379,16:46:11.47843,-153.62,+46:48:45.0902,259.33,251.54782679,+46.81252504,12.49,~,~,10.50,9.725,G0
19242,3,4.65,TYC 3500-195-1,16:46:11.486,-148.0,+46:48:45.03,253.9,251.547858,+46.812508,~,~,~,10.50,9.72,~
19245,2,2.6,1RXS J132718.3+464911,13:27:18.30,~,+46:49:11.5,~,201.82625,+46.81986,~,~,~,~,~,~
19249,2,1.55,PMC 90-93 4908,14:07:11.751,~,+46:50:10.54,~,211.798962,+46.836261,~,~,~,~,7.70,~
19255,2,6.82,IRAS 04237+4644,04:27:24.6,~,+46:51:18,~,066.8526,+46.8551,~,~,~,~,~,~
19261,2,1.1,BD+46 2629,19:07:53.1072,0.60,+46:52:05.953,-17.40,286.9712800,+46.8683203,~,~,~,10.16,9.95,A0
19261,3,1.49,KOI-13.01,19:07:53.145,~,+46:52:05.91,~,286.971437,+46.868308,~,~,~,~,~,~
19261,4,1.49,BD+46 2629A,19:07:53.145,-0.82,+46:52:05.91,-16.30,286.971437,+46.868308,~,~,~,~,10.35,~
19266,2,3.67,[BJR86] B6b,01:57:04.6,~,+46:53:56,~,029.2692,+46.8989,~,~,~,9.3,~,~
19266,3,4.51,** ES 1214,01:57:04.66,~,+46:53:56.6,~,029.26942,+46.89906,~,~,~,~,~,~
19267,2,0.86,** ES 1214,01:57:04.66,~,+46:53:56.6,~,029.26942,+46.89906,~,~,~,~,~,~
19267,3,3.17,[BJR86] B6a,01:57:04.5,~,+46:53:53,~,029.2687,+46.8981,~,~,~,9.3,~,~
19269,2,2.69,** ES 1214,01:57:04.66,~,+46:53:56.6,~,029.26942,+46.89906,~,~,~,~,~,~
19269,3,4.13,[BJR86] B6a,01:57:04.5,~,+46:53:53,~,029.2687,+46.8981,~,~,~,9.3,~,~
19301,2,0.1,HD 141399b,15:46:53.81,~,+46:59:10.5,~,236.72421,+46.98625,~,~,~,~,~,~
19301,3,0.1,HD 141399e,15:46:53.81,~,+46:59:10.5,~,236.72421,+46.98625,~,~,~,~,~,~
19301,4,0.1,HD 141399d,15:46:53.81,~,+46:59:10.5,~,236.72421,+46.98625,~,~,~,~,~,~
19301,5,0.1,HD 141399c,15:46:53.81,~,+46:59:10.5,~,236.72421,+46.98625,~,~,~,~,~,~
19303,2,2.6,HD 79107,09:13:38.79264,14.36,+46:59:25.3961,-2.48,138.41163600,+46.99038779,19.07,-22.70,-0.000076,8.29,7.79,F8
19304,2,2.19,TYC 3424-646-2,09:13:38.600,30.4,+46:59:23.75,-1.2,138.410833,+46.989931,~,~,~,10.26,9.42,~
19305,2,2.55,TYC 3424-646-2,09:13:38.600,30.4,+46:59:23.75,-1.2,138.410833,+46.989931,~,~,~,10.26,9.42,~
19315,2,7.75,1RXS J233253.1+470050,23:32:53.100,~,+47:00:50.51,~,353.221250,+47.014031,~,~,~,~,~,~
19328,2,0.1,** GIC 17,01:02:52.71,~,+47:02:49.8,~,015.71963,+47.04717,~,~,~,~,~,~
19336,2,0.07,HD 154345,17:02:36.40360,123.27,+47:04:54.7641,853.63,255.65168166,+47.08187893,53.80,-46.85,-0.000156,7.50,6.74,G8V
19336,3,6.93,IRAS 17011+4708,17:02:36.54,~,+47:05:01.6,~,255.65225,+47.08378,~,~,~,~,~,~
19367,2,8.93,KOI-4545,19:25:49.949,~,+47:09:31.07,~,291.458122,+47.158630,~,~,~,~,~,~
19367,3,8.94,KOI-4545.01,19:25:49.951,~,+47:09:31.07,~,291.458130,+47.158630,~,~,~,~,~,~
19368,2,0.2,IRAS 09002+4721,09:03:37.51,~,+47:09:23.5,~,135.90629,+47.15653,~,~,~,~,~,~
19368,3,0.27,BD+47 1633B,09:03:37.5,~,+47:09:24,~,135.9064,+47.1566,~,~,~,4.6,~,A0V
19368,4,0.59,BD+47 1633A,09:03:37.56,~,+47:09:24.0,~,135.90650,+47.15667,~,~,~,4.4,~,A0IV-V
19373,2,0.54,PMSC 22388+4638,22:43:04.3,~,+47:10:07,~,340.7679,+47.1686,~,~,~,~,~,~
19393,2,4.53,[HD2002] Star 534,21:52:34.37,~,+47:13:47.2,~,328.14321,+47.22978,~,~,~,16.01,14.71,~
19393,3,5.79,2MASS J21523386+4713382,21:52:33.87,~,+47:13:38.3,~,328.14112,+47.22731,~,~,~,18.83,17.40,~
19393,4,9.31,[RK68] 114,21:52:35.0,~,+47:13:42,~,328.1458,+47.2283,~,~,~,~,~,~
19393,5,9.31,GN 21.50.7,21:52:35.0,~,+47:13:42,~,328.1458,+47.2283,~,~,~,~,~,~
19410,2,0.07,TYC 3512-608-1,17:23:44.592,-20.5,+47:16:14.57,35.1,260.935800,+47.270714,~,~,~,8.64,8.10,~
19410,3,9.31,BD+47 2469B,17:23:44.805,-18.0,+47:16:23.55,34.5,260.936687,+47.273208,~,~,~,10.45,9.72,~
19414,2,9.23,TYC 3512-608-1,17:23:44.592,-20.5,+47:16:14.57,35.1,260.935800,+47.270714,~,~,~,8.64,8.10,~
19414,3,9.26,HD 157906,17:23:44.59488,-17.66,+47:16:14.5422,32.99,260.93581201,+47.27070615,11.79,-25.00,-0.000083,8.61,8.10,F8
19416,2,2.64,TYC 3609-553-2,22:02:52.158,10.8,+47:17:11.39,-2.5,330.717325,+47.286497,~,~,~,11.57,11.19,~
19434,2,0.11,KOI-1152.01,19:46:46.949,~,+47:19:38.31,~,296.695620,+47.327309,~,~,~,~,~,~
19441,2,0.27,HAT-P-13b,08:39:31.810,~,+47:21:07.25,~,129.882542,+47.352014,~,~,~,~,~,~
