target_id,rank,sep,simbad_identifier,ra,pm_ra,dec,pm_dec,ra_d,dec_d,plx,rv,z,magB,magV,sp_type
26416,7,3.13,Cl* NGC 6712 BSS 108,18:53:05.1,~,-08:42:20,~,283.2712,-08.7056,~,~,~,19.14,18.50,~
26416,8,6.26,Cl* NGC 6712 BSS 91,18:53:04.5,~,-08:42:21,~,283.2687,-08.7058,~,~,~,18.96,18.31,~
26416,9,6.26,Cl* NGC 6712 BSS 92,18:53:04.5,~,-08:42:21,~,283.2687,-08.7058,~,~,~,19.92,19.16,~
26417,2,3.0,Cl* NGC 6712 BSS 93,18:53:03.9,~,-08:42:20,~,283.2663,-08.7056,~,~,~,18.71,18.18,~
26417,3,3.13,Cl* NGC 6712 BSS 47,18:53:04.1,~,-08:42:22,~,283.2671,-08.7061,~,~,~,19.60,18.87,~
26417,4,3.35,Cl* NGC 6712 BSS 94,18:53:03.8,~,-08:42:20,~,283.2658,-08.7056,~,~,~,19.29,18.59,~
26417,5,3.88,Cl* NGC 6712 PK 9,18:53:04.10,~,-08:42:25.5,~,283.26708,-08.70708,~,~,~,~,~,~
26417,6,4.31,Cl* NGC 6712 PFP 10261,18:53:03.88,~,-08:42:27.3,~,283.26617,-08.70758,~,~,~,~,~,~
26417,7,4.88,Cl* NGC 6712 BSS 48,18:53:03.6,~,-08:42:21,~,283.2650,-08.7058,~,~,~,20.05,19.27,~
26417,8,6.18,Cl* NGC 6712 BSS 50,18:53:04.0,~,-08:42:17,~,283.2667,-08.7047,~,~,~,19.34,18.58,~
26417,9,6.41,NGC 6712,18:53:04.32,-1.65,-08:42:21.5,-6.82,283.26800,-08.70597,~,-107.7,-0.000359,9.85,8.69,F9
26419,2,9.75,Cl* NGC 6712 BSS 108,18:53:05.1,~,-08:42:20,~,283.2712,-08.7056,~,~,~,19.14,18.50,~
26420,2,3.13,Cl* NGC 6712 BSS 89,18:53:02.8,~,-08:42:24,~,283.2617,-08.7067,~,~,~,19.92,19.23,~
26420,3,8.94,Cl* NGC 6712 BSS 85,18:53:02.5,~,-08:42:30,~,283.2604,-08.7083,~,~,~,19.87,19.15,~
26420,4,8.94,Cl* NGC 6712 SS C49,18:53:03.5,~,-08:42:30,~,283.2646,-08.7083,~,~,~,16.83,16.72,sdO
26420,5,9.75,Cl* NGC 6712 BSS 36,18:53:02.4,~,-08:42:29,~,283.2600,-08.7081,~,~,~,20.15,19.38,~
26420,6,9.75,Cl* NGC 6712 BSS 48,18:53:03.6,~,-08:42:21,~,283.2650,-08.7058,~,~,~,20.05,19.27,~
26423,2,3.71,Cl* NGC 6712 PFP 10261,18:53:03.88,~,-08:42:27.3,~,283.26617,-08.70758,~,~,~,~,~,~
26423,3,4.56,Cl* NGC 6712 BSS 35,18:53:04.2,~,-08:42:32,~,283.2675,-08.7089,~,~,~,19.36,18.60,~
26423,4,6.01,Cl* NGC 6712 SS C49,18:53:03.5,~,-08:42:30,~,283.2646,-08.7083,~,~,~,16.83,16.72,sdO
26423,5,6.25,Cl* NGC 6712 PK 9,18:53:04.10,~,-08:42:25.5,~,283.26708,-08.70708,~,~,~,~,~,~
26423,6,7.32,Cl* NGC 6712 PK 5,18:53:04.33,~,-08:42:27.4,~,283.26804,-08.70761,~,~,~,~,~,~
26423,7,7.76,Cl* NGC 6712 BSS 107,18:53:04.3,~,-08:42:26,~,283.2679,-08.7072,~,~,~,19.76,19.02,~
26423,8,9.12,Cl* NGC 6712 BSS 90,18:53:03.8,~,-08:42:22,~,283.2658,-08.7061,~,~,~,19.00,18.28,~
26423,9,9.24,Cl* NGC 6712 TBS P1,18:53:03.69,~,-08:42:39.7,~,283.26537,-08.71103,~,~,~,~,~,~
26426,2,4.88,Cl* NGC 6712 BSS 35,18:53:04.2,~,-08:42:32,~,283.2675,-08.7089,~,~,~,19.36,18.60,~
26426,3,6.49,Cl* NGC 6712 TBS P1,18:53:03.69,~,-08:42:39.7,~,283.26537,-08.71103,~,~,~,~,~,~
26426,4,6.71,Cl* NGC 6712 PFP 10261,18:53:03.88,~,-08:42:27.3,~,283.26617,-08.70758,~,~,~,~,~,~
26426,5,7.15,Cl* NGC 6712 SS C49,18:53:03.5,~,-08:42:30,~,283.2646,-08.7083,~,~,~,16.83,16.72,sdO
26426,6,9.0,Cl* NGC 6712 PK 9,18:53:04.10,~,-08:42:25.5,~,283.26708,-08.70708,~,~,~,~,~,~
26426,7,9.06,Cl* NGC 6712 BSS 104,18:53:03.29,~,-08:42:34.6,~,283.26371,-08.70961,~,~,~,19.04,18.40,~
26426,8,9.18,Cl* NGC 6712 PK 5,18:53:04.33,~,-08:42:27.4,~,283.26804,-08.70761,~,~,~,~,~,~
26426,9,9.96,Cl* NGC 6712 BSS 107,18:53:04.3,~,-08:42:26,~,283.2679,-08.7072,~,~,~,19.76,19.02,~
26427,2,9.15,Cl* NGC 6712 BSS 105,18:53:04.5,~,-08:42:27,~,283.2687,-08.7075,~,~,~,19.83,19.14,~
26427,3,9.39,Cl* NGC 6712 BSS 35,18:53:04.2,~,-08:42:32,~,283.2675,-08.7089,~,~,~,19.36,18.60,~
26430,2,3.35,Cl* NGC 6712 BSS 33,18:53:05.7,~,-08:42:35,~,283.2738,-08.7097,~,~,~,18.23,17.62,~
26430,3,5.98,Cl* NGC 6712 BSS 29,18:53:05.9,~,-08:42:42,~,283.2746,-08.7117,~,~,~,19.82,19.10,~
26430,4,7.15,Cl* NGC 6712 BSS 34,18:53:06.0,~,-08:42:34,~,283.2750,-08.7094,~,~,~,19.49,18.69,~
26430,5,9.75,Cl* NGC 6712 BSS 30,18:53:06.2,~,-08:42:42,~,283.2758,-08.7117,~,~,~,19.30,18.72,~
26431,2,3.35,Cl* NGC 6712 BSS 33,18:53:05.7,~,-08:42:35,~,283.2738,-08.7097,~,~,~,18.23,17.62,~
26431,3,5.98,Cl* NGC 6712 BSS 29,18:53:05.9,~,-08:42:42,~,283.2746,-08.7117,~,~,~,19.82,19.10,~
26431,4,7.15,Cl* NGC 6712 BSS 34,18:53:06.0,~,-08:42:34,~,283.2750,-08.7094,~,~,~,19.49,18.69,~
26431,5,9.75,Cl* NGC 6712 BSS 30,18:53:06.2,~,-08:42:42,~,283.2758,-08.7117,~,~,~,19.30,18.72,~
26433,2,8.95,Cl* NGC 6712 BSS 28,18:53:04.3,~,-08:42:45,~,283.2679,-08.7125,~,~,~,19.19,18.56,~
26434,2,7.15,Cl* NGC 6712 BSS 29,18:53:05.9,~,-08:42:42,~,283.2746,-08.7117,~,~,~,19.82,19.10,~
26434,3,9.54,Cl* NGC 6712 BSS 22,18:53:05.8,~,-08:42:52,~,283.2742,-08.7144,~,~,~,19.78,19.09,~
26438,2,5.37,Cl* NGC 6712 BSS 17,18:53:05.4,~,-08:43:01,~,283.2725,-08.7169,~,~,~,19.54,18.77,~
26440,2,0.3,IRAS 19115-0848,19:14:16.02,~,-08:43:09.0,~,288.56675,-08.71917,~,~,~,~,~,~
26446,2,8.44,Cl* NGC 6712 BSS 8,18:53:04.3,~,-08:43:17,~,283.2679,-08.7214,~,~,~,19.36,18.79,~
26466,2,3.23,HD 27983A,04:24:41.934,-129.9,-08:45:11.91,-166.6,066.174725,-08.753308,~,~,~,9.129,8.520,~
26466,3,3.26,HD 27983,04:24:41.94440,-112.04,-08:45:11.9180,-162.10,066.17476835,-08.75331056,19.62,-29.40,-0.000098,~,~,G5V
26467,2,0.85,HD 27983,04:24:41.94440,-112.04,-08:45:11.9180,-162.10,066.17476835,-08.75331056,19.62,-29.40,-0.000098,~,~,G5V
26467,3,3.84,HD 27983B,04:24:41.979,-124.2,-08:45:07.33,-158.9,066.174913,-08.752036,~,~,~,10.22,9.415,~
26468,2,0.09,HD 27983A,04:24:41.934,-129.9,-08:45:11.91,-166.6,066.174725,-08.753308,~,~,~,9.129,8.520,~
26468,3,4.61,HD 27983B,04:24:41.979,-124.2,-08:45:07.33,-158.9,066.174913,-08.752036,~,~,~,10.22,9.415,~
26475,2,0.12,HR 5816,15:38:40.07211,2.13,-08:47:29.3767,-28.63,234.66696712,-08.79149352,37.56,-1.26,-0.000004,7.00,6.48,F6.5V
26491,2,0.25,HD 91962A,10:37:00.016,-94.1,-08:50:23.56,-48.8,159.250067,-08.839878,~,~,~,7.87,7.23,~
26491,3,0.83,HD 91962B,10:37:00.039,-101.2,-08:50:24.58,-74.0,159.250162,-08.840161,~,~,~,11.16,9.73,~
26492,2,0.35,HD 91962A,10:37:00.016,-94.1,-08:50:23.56,-48.8,159.250067,-08.839878,~,~,~,7.87,7.23,~
26492,3,0.74,HD 91962B,10:37:00.039,-101.2,-08:50:24.58,-74.0,159.250162,-08.840161,~,~,~,11.16,9.73,~
26493,2,0.91,HD 91962,10:37:00.01254,-101.74,-08:50:23.7814,-73.30,159.25005226,-08.83993928,25.09,23.74,0.000079,7.65,7.03,G1V
26493,3,1.1,HD 91962A,10:37:00.016,-94.1,-08:50:23.56,-48.8,159.250067,-08.839878,~,~,~,7.87,7.23,~
26499,2,0.95,IRAS 07296-0846,07:32:05.75,~,-08:52:53.7,~,113.02396,-08.88158,~,~,~,~,~,~
26503,2,6.31,LP 666-30,09:06:20.492,93.5,-08:53:11.81,-140.1,136.585383,-08.886614,~,~,~,12.451,12.001,~
26507,2,0.15,** STF 2993,23:14:07.48,~,-08:55:27.6,~,348.53117,-08.92433,~,~,~,~,~,~
26508,2,0.07,BD-09 176,00:52:55.60274,-100.11,-08:55:31.9463,-235.33,013.23167806,-08.92554063,13.88,~,~,10.1,9.8,K:
26510,2,0.07,HD 151632,16:48:59.79590,-37.62,-08:55:48.0419,-38.60,252.24914959,-08.93001165,16.48,-25.10,-0.000084,8.44,7.96,F5/6V
26517,2,7.07,XMMSL1 J053834.6-085645,05:38:34.7,~,-08:56:45,~,084.6445,-08.9459,~,~,~,~,~,~
26526,2,0.59,** TOK 342,20:52:39.2,~,-08:59:00,~,313.1633,-08.9833,~,~,~,~,~,~
26528,2,0.09,HD 223084b,23:46:34.1141,~,-08:59:48.738,~,356.6421421,-08.9968717,~,~,~,~,~,~
26542,2,1.41,1RXS J140510.7-090256,14:05:10.70,~,-09:02:56.0,~,211.29458,-09.04889,~,~,~,~,~,~
26553,2,9.72,G 151-55,15:24:03.0,-147,-09:04:42,-218,231.0125,-09.0783,~,~,~,13.5,~,M:
26554,2,9.23,1RXS J105159.4-090433,10:51:59.400,~,-09:04:33.49,~,162.997500,-09.075969,~,~,~,11.9,~,~
26557,2,0.09,* psi01 Aqr b,23:15:53.4947,~,-09:05:15.853,~,348.9728946,-09.0877369,~,~,~,~,~,~
26557,3,0.1,** STFB 12,23:15:53.50,~,-09:05:15.9,~,348.97292,-09.08775,~,~,~,~,~,~
26569,2,1.31,1RXS J060918.2-090738,06:09:18.386,~,-09:07:37.30,~,092.326608,-09.127028,~,~,~,8.6,~,~
26572,2,4.72,1RXS J031635.8-090921,03:16:35.80,~,-09:09:21.5,~,049.14917,-09.15597,~,~,~,~,~,~
26578,2,2.19,GJ 9163 A,04:40:29.2,~,-09:11:44,~,070.1217,-09.1956,~,~,~,~,11.0,M1
26578,3,3.22,GJ 9163 B,04:40:29.4,~,-09:11:43,~,070.1223,-09.1953,~,~,~,~,9.7,M0V:
26609,2,3.1,PMSC 15227-0859,15:28:09.6,~,-09:20:50,~,232.0400,-09.3472,~,~,~,~,~,~
26609,3,3.1,** SHJ 202AB,15:28:09.6,~,-09:20:50,~,232.0400,-09.3472,~,~,~,~,~,~
26630,2,0.33,** GIC 181,22:31:19.0,~,-09:25:35,~,337.8292,-09.4264,~,~,~,~,~,~
26638,2,0.08,* eps Eri c,03:32:55.8442,~,-09:27:29.744,~,053.2326842,-09.4582622,~,~,~,~,~,~
26638,3,0.08,* eps Eri,03:32:55.84496,-975.17,-09:27:29.7312,19.49,053.23268735,-09.45825866,310.94,16.43,0.000055,4.61,3.73,K2Vk:
26641,2,8.42,1RXS J155156.5-092817,15:51:56.498,~,-09:28:17.51,~,237.985408,-09.471531,~,~,~,~,~,~
26647,2,3.4,1RXS J065537.9-092922,06:55:37.90,~,-09:29:22.0,~,103.90792,-09.48944,~,~,~,~,~,~
26650,2,0.08,BD-10 6203A,23:56:21.344,-265.6,-09:29:56.95,-66.1,359.088933,-09.499153,~,~,~,9.47,8.71,~
26650,3,3.96,BD-10 6203B,23:56:21.073,-286.9,-09:29:57.29,-60.0,359.087804,-09.499247,~,~,~,10.30,9.34,K3
26651,2,1.25,BD-10 6203A,23:56:21.344,-265.6,-09:29:56.95,-66.1,359.088933,-09.499153,~,~,~,9.47,8.71,~
26651,3,2.77,BD-10 6203B,23:56:21.073,-286.9,-09:29:57.29,-60.0,359.087804,-09.499247,~,~,~,10.30,9.34,K3
26652,2,3.72,HD 224253,23:56:21.34127,-267.86,-09:29:56.9994,-70.25,359.08892195,-09.49916650,19.24,36.4,0.000121,9.4,8.4,K0V
26652,3,3.77,BD-10 6203A,23:56:21.344,-265.6,-09:29:56.95,-66.1,359.088933,-09.499153,~,~,~,9.47,8.71,~
26655,2,0.15,HD 106270b,12:13:37.29,~,-09:30:48.2,~,183.40538,-09.51339,~,~,~,~,~,~
26659,2,0.1,BD-08 2823c,10:00:47.72,~,-09:31:00.0,~,150.19883,-09.51667,~,~,~,~,~,~
26659,3,0.1,BD-08 2823b,10:00:47.72,~,-09:31:00.0,~,150.19883,-09.51667,~,~,~,~,~,~
26661,2,0.03,HD 121444,13:55:32.16779,-45.09,-09:31:25.8935,2.48,208.88403247,-09.52385929,8.01,-25.70,-0.000086,8.16,7.83,A5/7II
26662,2,7.02,TYC 5553-1436-1,13:55:32.170,-42.2,-09:31:25.88,4.4,208.884042,-09.523856,~,~,~,8.20,7.83,~
26668,2,1.59,TYC 5432-444-1,08:32:55.588,~,-09:32:54.26,~,128.231617,-09.548406,~,~,~,11.59,10.57,~
26668,3,5.7,CCDM J08329-0933B,08:32:55.54,~,-09:33:01.3,~,128.23142,-09.55036,~,~,~,~,9.8,~
26669,2,3.11,TYC 5432-444-1,08:32:55.588,~,-09:32:54.26,~,128.231617,-09.548406,~,~,~,11.59,10.57,~
26669,3,4.11,CCDM J08329-0933B,08:32:55.54,~,-09:33:01.3,~,128.23142,-09.55036,~,~,~,~,9.8,~
26670,2,3.62,BD-09 2563,08:32:55.51977,-130.05,-09:32:55.5781,-146.19,128.23133237,-09.54877169,19.12,~,~,11.6,10.4,~
26670,3,5.04,TYC 5432-444-1,08:32:55.588,~,-09:32:54.26,~,128.231617,-09.548406,~,~,~,11.59,10.57,~
26677,2,0.58,PMSC 09156-0907,09:20:29.0,~,-09:33:20,~,140.1208,-09.5556,~,~,~,~,~,~
26677,3,0.6,IRAS 09180-0920,09:20:29.02,~,-09:33:19.9,~,140.12092,-09.55553,~,~,~,~,~,~
26679,2,0.13,HD 168443b,18:20:03.931,~,-09:35:44.60,~,275.016379,-09.595722,~,~,~,~,~,~
26679,3,0.14,HD 168443,18:20:03.93051,-93.84,-09:35:44.5895,-222.83,275.01637711,-09.59571931,26.72,-48.69,-0.000162,7.62,6.92,G6V
26682,2,9.14,BD-09 2801C,09:20:20.82,~,-09:36:45.3,~,140.08675,-09.61258,~,22.66,0.000076,12.40,11.25,K2V
26684,2,9.25,HD 80550,09:20:21.00890,-13.41,-09:36:36.6305,-29.84,140.08753707,-09.61017515,15.93,16.00,0.000053,7.34,6.95,F3V
26686,2,8.13,UCAC3 161-14984,04:43:16.959,~,-09:37:05.66,~,070.820662,-09.618239,~,~,~,~,13.3,~
26689,2,0.05,HD 215449,22:45:20.79875,21.01,-09:38:40.3442,-12.79,341.33666147,-09.64454006,11.87,~,~,7.62,7.40,A5IV
26712,2,0.0,* nu. Oph b,17:59:01.59,~,-09:46:25.1,~,269.75663,-09.77364,~,~,~,~,~,~
26712,3,0.03,* nu. Oph,17:59:01.59191,-9.48,-09:46:25.0798,-116.69,269.75663297,-09.77363329,21.64,13.19,0.000044,4.33,3.34,K1III
26713,2,1.29,TYC 5490-124-2,10:21:43.524,~,-09:46:26.88,~,155.431350,-09.774133,~,~,~,9.59,8.88,~
26714,2,0.87,TYC 5490-124-2,10:21:43.524,~,-09:46:26.88,~,155.431350,-09.774133,~,~,~,9.59,8.88,~
26715,2,1.63,CCDM J10217-0946AB,10:21:43.46420,15.94,-09:46:25.9930,-48.96,155.43110081,-09.77388695,16.68,-2.30,-0.000008,8.59,8.01,G2V
26720,2,0.12,BD-10 428A,02:05:24.768,153.9,-09:47:31.12,-37.3,031.353200,-09.791978,~,~,~,11.00,10.08,~
26720,3,5.82,BD-10 428B,02:05:24.777,146.9,-09:47:25.18,-37.5,031.353238,-09.790328,~,~,~,11.47,10.36,~
26721,2,5.85,BD-10 428,02:05:24.76436,147.94,-09:47:31.0548,-34.07,031.35318485,-09.79195967,25.25,~,~,~,9.0,K3V
26737,2,0.26,HD 195564A,20:32:23.695,307.2,-09:51:12.25,103.7,308.098729,-09.853403,~,~,~,6.51,5.73,~
26737,3,6.0,HD 195564B,20:32:23.7,305,-09:51:06,101,308.0988,-09.8517,~,~,~,~,11.3,~
26738,2,0.09,HD 195564A,20:32:23.695,307.2,-09:51:12.25,103.7,308.098729,-09.853403,~,~,~,6.51,5.73,~
26738,3,6.2,HD 195564B,20:32:23.7,305,-09:51:06,101,308.0988,-09.8517,~,~,~,~,11.3,~
26744,2,1.0,1RXS J145645.3-095312,14:56:45.338,~,-09:53:09.26,~,224.188908,-09.885905,~,-60.20,-0.000201,9.773,9.354,~
26771,2,1.76,** SHY 165,04:07:00.6,~,-10:00:00,~,061.7525,-10.0000,~,~,~,~,~,~
26792,2,0.1,BD-09 4305A,16:08:27.25,~,-10:06:08.4,~,242.11354,-10.10233,~,~,~,7.3,~,F6V
26792,3,0.56,BD-09 4305B,16:08:27.3,~,-10:06:08,~,242.1137,-10.1023,~,~,~,7.4,~,F8V
26811,2,0.0,* eta Cet c,01:08:35.39,~,-10:10:56.1,~,017.14746,-10.18225,~,~,~,~,~,~
26811,3,0.06,* eta Cet,01:08:35.39148,215.61,-10:10:56.1570,-139.02,017.14746451,-10.18226582,26.32,11.74,0.000039,4.61,3.45,K1III
26814,2,1.17,V* FK Ser,18:20:22.74972,10.51,-10:11:13.6263,-33.91,275.09479049,-10.18711841,13.17,-9.70,-0.000032,12.58,10.635,K6IVe
26814,3,1.56,BD-10 4662B,18:20:22.8,~,-10:11:11,~,275.0950,-10.1864,~,~,~,~,~,~
26815,2,0.55,V* FK Ser,18:20:22.74972,10.51,-10:11:13.6263,-33.91,275.09479049,-10.18711841,13.17,-9.70,-0.000032,12.58,10.635,K6IVe
26815,3,2.18,BD-10 4662B,18:20:22.8,~,-10:11:11,~,275.0950,-10.1864,~,~,~,~,~,~
26816,2,0.79,BD-10 4662A,18:20:22.757,~,-10:11:12.82,~,275.094821,-10.186894,~,~,~,~,~,~
26816,3,2.7,BD-10 4662B,18:20:22.8,~,-10:11:11,~,275.0950,-10.1864,~,~,~,~,~,~
26819,2,1.98,TYC 5775-1189-2,21:07:52.937,-116.8,-10:12:42.67,-114.9,316.970571,-10.211853,~,~,~,10.43,9.92,~
26820,2,1.5,TYC 5775-1189-2,21:07:52.937,-116.8,-10:12:42.67,-114.9,316.970571,-10.211853,~,~,~,10.43,9.92,~
26822,2,1.98,CCDM J21079-1013AB,21:07:52.82012,-105.57,-10:12:41.7127,-112.07,316.97008383,-10.21158686,13.40,-18.60,-0.000062,8.6,8.0,G0V
26827,2,0.12,HD 11964,01:57:09.60763,-366.23,-10:14:32.7336,-242.39,029.29003181,-10.24242599,30.44,-9.34,-0.000031,7.25,6.42,G9VCN+1
26827,3,0.15,** GAL 315,01:57:09.61,~,-10:14:32.7,~,029.29004,-10.24242,~,~,~,~,~,~
26827,4,0.15,HD 11964c,01:57:09.61,~,-10:14:32.7,~,029.29004,-10.24242,~,~,~,~,~,~
26830,2,1.4,* 39 Eri A,04:14:23.69,~,-10:15:21.2,~,063.59871,-10.25589,~,~,~,~,~,~
26830,3,4.88,* 39 Eri B,04:14:23.8,~,-10:15:18,~,063.5992,-10.2550,~,~,~,~,8.2,G2V
26832,2,0.74,** TOK 252,04:59:50.4,~,-10:15:48,~,074.9600,-10.2633,~,~,~,~,~,~
26839,2,0.03,HD 96167b,11:05:15.0681,~,-10:17:28.681,~,166.3127838,-10.2913003,~,~,~,~,~,~
26841,2,2.07,WT 1655,09:35:11.7,-117,-10:18:34,-155,143.7988,-10.3094,~,~,~,12.5,~,~
26843,2,1.31,IRAS 11458-1002,11:48:23.42,~,-10:18:48.0,~,177.09758,-10.31333,~,~,~,~,~,~
26849,2,2.49,[KAC93] 64,19:42:38.8,~,-10:19:52,~,295.6617,-10.3311,~,~,~,~,~,~
26849,3,3.12,[KAC93] 61,19:42:38.5,~,-10:19:51,~,295.6604,-10.3308,~,~,~,~,~,~
26849,4,3.57,[KAC93] 60,19:42:38.5,~,-10:19:52,~,295.6604,-10.3311,~,~,~,~,~,~
26849,5,3.57,[KAC93] 80,19:42:38.9,~,-10:19:48,~,295.6621,-10.3300,~,~,~,~,~,~
26849,6,4.97,[KAC93] 81,19:42:38.9,~,-10:19:46,~,295.6621,-10.3294,~,~,~,~,~,~
26849,7,5.35,[KAC93] 82,19:42:39.0,~,-10:19:47,~,295.6625,-10.3297,~,~,~,~,~,~
26849,8,5.44,[EKS96] NGC 6814 35,19:42:39.04,~,-10:19:47.9,~,295.66267,-10.32997,~,~,~,~,~,~
26849,9,5.81,[KAC93] 69,19:42:38.5,~,-10:19:45,~,295.6604,-10.3292,~,~,~,~,~,~
26855,2,5.76,1RXS J070920.1-102053,07:09:20.100,~,-10:20:53.02,~,107.333750,-10.348061,~,~,~,~,~,~
26875,2,5.42,HD 184860b,19:36:45.6392,~,-10:26:36.357,~,294.1901633,-10.4434325,~,~,~,~,~,~
26875,3,5.43,HD 184860,19:36:45.63937,-293.75,-10:26:36.3596,-273.72,294.19016405,-10.44343323,35.85,63.46,0.000212,9.41,8.40,K2/3V
26875,4,5.71,GJ 764.1 A,19:36:45.65,~,-10:26:36.6,~,294.19021,-10.44350,~,~,~,~,~,~
26876,2,0.04,HD 184860b,19:36:45.6392,~,-10:26:36.357,~,294.1901633,-10.4434325,~,~,~,~,~,~
26876,3,0.25,GJ 764.1 A,19:36:45.65,~,-10:26:36.6,~,294.19021,-10.44350,~,~,~,~,~,~
26876,4,5.31,BD-10 5130B,19:36:45.46,-274,-10:26:31.8,-273,294.18942,-10.44217,~,0,0.000000,~,10.3,K5
26881,2,8.15,IC 2177,07:04:25.0,~,-10:27:18,~,106.1042,-10.4550,~,~,~,~,~,~
26893,2,4.81,UCAC2 28294101,21:19:21.722,-14.6,-10:29:36.51,-6.8,319.840508,-10.493475,~,-40.13,-0.000134,12.82,12.09,~
26901,2,0.26,1RXS J170948.0-103120,17:09:47.963,~,-10:31:23.62,~,257.449846,-10.523228,~,~,~,5.9,~,~
26907,2,0.12,HD 17617A,02:49:19.893,98.8,-10:33:01.89,-39.1,042.332887,-10.550525,~,~,~,8.59,8.04,~
26907,3,1.53,HD 17617B,02:49:19.922,98.8,-10:33:03.46,-39.1,042.333008,-10.550961,~,~,~,9.54,8.82,~
26908,2,0.33,HD 17617A,02:49:19.893,98.8,-10:33:01.89,-39.1,042.332887,-10.550525,~,~,~,8.59,8.04,~
26908,3,1.3,HD 17617B,02:49:19.922,98.8,-10:33:03.46,-39.1,042.333008,-10.550961,~,~,~,9.54,8.82,~
26909,2,0.06,HD 28185b,04:26:26.3205,~,-10:33:02.955,~,066.6096687,-10.5508208,~,~,~,~,~,~
26910,2,1.49,HD 17617,02:49:19.89531,103.88,-10:33:01.9524,-45.89,042.33289711,-10.55054233,17.45,16.70,0.000056,~,~,G1V
26910,3,1.56,HD 17617A,02:49:19.893,98.8,-10:33:01.89,-39.1,042.332887,-10.550525,~,~,~,8.59,8.04,~
26911,2,1.5,1RXS J093138.9-103308,09:31:38.90,~,-10:33:08.0,~,142.91208,-10.55222,~,~,~,~,~,~
26913,2,0.18,IDS 16274-1021,16:32:55.73,~,-10:33:45.1,~,248.23221,-10.56253,~,~,~,~,~,~
26913,3,8.1,1RXS J163255.2-103346,16:32:55.20,~,-10:33:46.5,~,248.23000,-10.56292,~,~,~,~,~,~
26916,2,8.1,NAME DZE OPH CLOUD,16:37:09.0,~,-10:34:00,~,249.2875,-10.5667,~,~,~,~,~,~
26919,2,6.93,2MASS J10361784-1035007,10:36:17.849,~,-10:35:00.78,~,159.074371,-10.583550,~,~,~,~,~,~
26935,2,6.63,V* V569 Mon,07:05:49.63971,-3.50,-10:39:36.2907,0.89,106.45683212,-10.66008076,-0.07,16.00,0.000053,6.44,6.49,B1II/III
26935,3,6.64,CCDM J07058-1040A,07:05:49.64,~,-10:39:36.3,~,106.45683,-10.66008,~,~,~,~,~,~
26936,2,0.01,V* V569 Mon,07:05:49.63971,-3.50,-10:39:36.2907,0.89,106.45683212,-10.66008076,-0.07,16.00,0.000053,6.44,6.49,B1II/III
26936,3,6.49,BD-10 1862B,07:05:49.21,~,-10:39:34.9,~,106.45504,-10.65969,~,~,~,~,10.3,F5III
26943,2,0.1,** ENG 8,01:49:35.1,~,-10:41:11,~,027.3963,-10.6864,~,~,~,~,~,~
26948,2,5.71,BD-10 4477B,17:20:52.9,~,-10:41:43,~,260.2204,-10.6953,~,~,~,~,14.2,~
26966,2,0.07,HD 44219,06:20:14.32373,73.05,-10:43:30.0462,-17.95,095.05968223,-10.72501283,19.83,-12.07,-0.000040,8.36,7.70,G3V
26998,2,0.76,IRAS 19480-1053,19:50:46.76,~,-10:45:47.9,~,297.69483,-10.76331,~,~,~,~,~,~
27023,2,0.27,1RXS J134810.0-104718,13:48:10.076,~,-10:47:19.64,~,207.041983,-10.788789,~,~,~,9.2,~,~
27027,2,8.31,IRAS 17401-1046,17:42:54.92,~,-10:47:33.5,~,265.72883,-10.79264,~,~,~,~,~,~
27030,2,6.2,[RK68] 92,18:31:25.0,~,-10:47:42,~,277.8542,-10.7950,~,~,~,~,~,~
27063,2,5.58,1RXS J171610.6-105340,17:16:10.60,~,-10:53:40.0,~,259.04417,-10.89444,~,~,~,~,~,~
27085,2,0.67,IDS 17258-1054,17:31:17.82,~,-10:58:16.7,~,262.82425,-10.97131,~,~,~,~,~,~
27085,3,5.02,BD-10 4507B,17:31:17.5,~,-10:58:17,~,262.8229,-10.9714,~,~,~,~,13.1,~
27118,2,0.27,PPM 711966,05:48:17.113,-235,-11:08:04.49,378,087.071304,-11.134581,~,~,~,9.4,~,~
27120,2,0.04,HD 132683,15:00:43.41149,-18.34,-11:08:06.4666,-480.70,225.18088120,-11.13512962,51.70,14.30,0.000048,10.865,9.472,K8Vk
27123,2,0.6,IRAS 14561-1056,14:58:53.55,~,-11:08:38.8,~,224.72312,-11.14411,~,~,~,~,~,~
27124,2,4.27,1RXS J060825.2-110843,06:08:25.20,~,-11:08:43.5,~,092.10500,-11.14542,~,~,~,~,~,~
27125,2,8.6,1RXS J060825.2-110843,06:08:25.20,~,-11:08:43.5,~,092.10500,-11.14542,~,~,~,~,~,~
27125,3,9.86,HD 42116,06:08:25.39389,11.44,-11:08:46.6467,-14.06,092.10580789,-11.14629076,9.53,~,~,7.03,6.90,A3V
27126,2,7.01,1RXS J060825.2-110843,06:08:25.20,~,-11:08:43.5,~,092.10500,-11.14542,~,~,~,~,~,~
27129,2,0.0,* alf Vir A,13:25:11.58,~,-11:09:40.8,~,201.29825,-11.16133,~,~,~,~,~,~
27129,3,0.04,NAME SPICA Nebula,13:25:11.5793,~,-11:09:40.759,~,201.2982471,-11.1613219,~,~,~,~,~,~
